PLZ,Ort,Bundesland,gültig ab,gültig bis,NamePLZTyp,intern_extern,adressierbar,Postfach
8244,Schäffern,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8250,Vorau,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8251,Bruck,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8252,Mönichwald,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8253,Waldbach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8254,Wenigzell,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8255,St. Jakob,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8261,Sinabelkirchen,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8262,Ilz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8263,Großwilfersdorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8264,Hainersdorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8265,Großsteinbach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8266,Nestelbach im Ilztal,St,01.07.2011,,PLZ-Postfach,extern,Nein,Ja
8271,Bad Waltersdorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8272,Sebersdorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8273,Ebersdorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8274,Buch,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8280,Fürstenfeld,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8282,Loipersdorf bei Fürstenfeld,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8283,Bad Blumau,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8291,Burgau,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8292,Neudau,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8293,Wörth an der Lafnitz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8294,Unterrohr,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8295,St. Johann in der Haide,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8301,Laßnitzhöhe,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8302,Nestelbach bei Graz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8311,Markt Hartmannsdorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8312,Ottendorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8313,Breitenfeld an der Rittschein,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8321,St. Margarethen an der Raab,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8322,Studenzen,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8323,St. Marein,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8324,Kirchberg an der Raab,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8330,Feldbach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8331,Gossendorf,St,01.10.2010,,PLZ-Postfach,extern,Nein,Ja
8332,Edelsbach bei Feldbach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8333,Riegersburg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8334,Lödersdorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8335,Gniebing,St,01.03.2011,,PLZ-Postfach,extern,Nein,Ja
8341,Paldau,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8342,Gnas,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8343,Trautmannsdorf in Oststeiermark,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8344,Bad Gleichenberg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8345,Straden,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8350,Fehring,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8352,Unterlamm,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8353,Kapfenstein,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8354,St. Anna,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8355,Tieschen,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8361,Hatzendorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8362,Söchau,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8363,Übersbach,St,01.10.2010,,PLZ-Postfach,extern,Nein,Ja
8380,Jennersdorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8382,Mogersdorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8383,St. Martin an der Raab,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8384,Minihof-Liebau,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8385,Neuhaus am Klausenbach,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8401,Kalsdorf bei Graz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8402,Werndorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8403,Lebring,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8404,Kalsdorf bei Graz,St,01.01.1966,,InteressentenPLZ,extern,Nein,Ja
8410,Wildon,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8411,Hengsberg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8412,Allerheiligen bei Wildon,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8413,St. Georgen an der Stiefing,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8421,Wolfsberg im Schwarzautal,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8422,St. Nikolai ob Draßling,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8423,St. Veit am Vogau,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8424,Gabersdorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8430,Leibnitz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8431,Gralla,St,01.01.2011,,PLZ-Adressierung,extern,Ja,Ja
8432,Kaindorf an der Sulm,St,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
8433,Leibnitz,St,01.06.2012,,PLZ-Postfach,extern,Nein,Ja
8434,Tillmitsch Links der Laßnitz,St,01.06.2012,,PLZ-Postfach,extern,Nein,Ja
8435,Wagna,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8441,Fresing,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8442,Kitzeck im Sausal,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8443,Gleinstätten,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8444,St. Andrä im Sausal,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8451,Heimschuh,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8452,Großklein,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8453,St. Johann im Saggautal,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8454,Arnfels,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8455,Oberhaag,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8461,Ehrenhausen,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8462,Gamlitz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8463,Leutschach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8471,Spielfeld,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8472,Straß in Steiermark,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8473,Weitersfeld an der Mur,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8480,Mureck,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8481,Weinburg am Saßbach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8482,Gosdorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8483,Deutsch Goritz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8484,Unterpurkla,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8490,Bad Radkersburg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8492,Halbenrain,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8493,Klöch,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8501,Lieboch,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8502,Lannach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8503,St. Josef Weststeiermark,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8504,Preding,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8505,St. Nikolai im Sausal,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8506,Mettersdorf,St,01.10.2010,,PLZ-Postfach,extern,Nein,Ja
8510,Stainz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8511,St. Stefan ob Stainz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8521,Wettmannstätten,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8522,Groß St. Florian,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8523,Frauental an der Laßnitz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8524,Bad Gams,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8530,Deutschlandsberg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8541,Schwanberg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8542,St. Peter im Sulmtal,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8543,St. Martin im Sulmtal,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8544,Pölfing-Brunn,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8551,Wies,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8552,Eibiswald,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8553,St. Oswald ob Eibiswald,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8554,Soboth,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8555,Wernersdorf,St,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
8556,Aibl,St,01.10.2010,,PLZ-Postfach,extern,Nein,Ja
8561,Söding,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8562,Mooskirchen,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8563,Ligist,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8564,Krottendorf-Gaisfeld,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8565,St. Johann ob Hohenburg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8570,Voitsberg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8571,Bärnbach,St,01.06.2012,,PLZ-Postfach,extern,Nein,Ja
8572,Bärnbach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8573,Kainach bei Voitsberg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8580,Köflach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8581,Köflach-Pichling,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8582,Rosental an der Kainach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8583,Edelschrott,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8584,Hirschegg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8591,Maria Lankowitz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8592,Salla,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8593,Graden,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8600,Bruck an der Mur,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8605,Kapfenberg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8606,Kapfenberg,St,01.06.2012,,PLZ-Postfach,extern,Nein,Ja
8607,Kapfenberg,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8608,Parschlug,St,01.04.2011,,PLZ-Postfach,extern,Nein,Ja
8611,St. Katharein an der Laming,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8612,Tragöß-Oberort,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8614,Breitenau,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8616,Gasen,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8621,Thörl,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8622,Etmißl,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8623,Aflenz Kurort,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8624,Au,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8625,Turnau,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8630,Mariazell,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8632,Gußwerk,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8634,Wegscheid,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8635,Gollrad,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8636,Seewiesen,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8641,St. Marein im Mürztal,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8642,St. Lorenzen im Mürztal,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8643,Allerheiligen im Mürztal,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8644,Mürzhofen,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8650,Kindberg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8652,Kindberg-Aumühl,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8653,Stanz im Mürztal,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8654,Fischbach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8661,Wartberg im Mürztal,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8662,Mitterdorf im Mürztal,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8663,Dorf Veitsch,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8664,Großveitsch,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8665,Langenwang,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8670,Krieglach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8671,Alpl,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8672,St. Kathrein am Hauenstein,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8673,Ratten,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8674,Rettenegg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8680,Mürzzuschlag,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8682,Mürzzuschlag-Hönigsberg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8684,Spital am Semmering,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8685,Steinhaus am Semmering,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8690,Altenberg an der Rax,St,01.10.2010,,PLZ-Postfach,extern,Nein,Ja
8691,Kapellen,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8692,Neuberg an der Mürz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8693,Mürzsteg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8694,Frein an der Mürz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8700,Leoben,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8703,Hinterberg,St,01.09.2013,,PLZ-Postfach,extern,Nein,Ja
8704,Leoben,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8707,Leoben,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8709,Leoben-Lerchenfeld,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8712,Niklasdorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8713,St. Stefan ob Leoben,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8714,Kraubath an der Mur,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8715,St. Lorenzen bei Knittelfeld,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8720,Knittelfeld,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8722,Knittelfeld,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8723,Kobenz,St,01.12.2012,,PLZ-Adressierung,extern,Ja,Nein
8724,Spielberg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8731,Bischoffeld,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8732,Seckau,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8733,St. Marein bei Knittelfeld,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8734,Großlobming,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8740,Zeltweg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8741,Weißkirchen in Steiermark,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8742,Obdach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8743,Eppenstein,St,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
8750,Judenburg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8751,Judenburg - Murdorf,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8753,Fohnsdorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8754,Thalheim,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8755,St. Peter ob Judenburg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8756,St. Georgen ob Judenburg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8761,Pöls,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8762,Oberzeiring,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8763,Möderbrugg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8764,Pusterwald,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8765,St. Johann am Tauern,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8766,Bretstein,St,01.09.2012,,PLZ-Postfach,extern,Nein,Ja
8770,St. Michael in Obersteiermark,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8772,Timmersdorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8773,Kammern im Liesingtal,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8774,Mautern in Steiermark,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8775,Kalwang,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8781,Wald am Schoberpaß,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8782,Treglwang,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8783,Gaishorn am See,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8784,Trieben,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8785,Hohentauern,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8786,Rottenmann,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8790,Eisenerz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8792,St. Peter-Freienstein,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8793,Trofaiach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8794,Vordernberg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8795,Radmer,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8800,Unzmarkt,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8811,Scheifling,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8812,Mariahof,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8813,St. Lambrecht,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8820,Neumarkt in Steiermark,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8822,Mühlen,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8831,Niederwölz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8832,Oberwölz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8833,Teufenbach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8841,Frojach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8842,Katsch an der Mur,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8843,St. Peter am Kammersberg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8844,Schöder,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8850,Murau,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8852,Stolzalpe,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8853,Ranten,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8854,Krakaudorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8861,St. Georgen ob Murau,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8862,Stadl an der Mur,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8863,Predlitz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8864,Turrach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8900,Selzthal,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8903,Lassing,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8904,Ardning,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8911,Admont,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8912,Johnsbach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8913,Weng,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8920,Hieflau,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8921,Lainbach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8922,Gams bei Hieflau,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8923,Palfau,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8924,Wildalpen,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8931,Landl,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8932,Weißenbach an der Enns,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8933,St. Gallen,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8934,Altenmarkt bei St. Gallen,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8940,Liezen,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8941,Weißenbach bei Liezen,St,01.12.2011,,PLZ-Postfach,extern,Nein,Ja
8942,Wörschach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8943,Aigen im Ennstal,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8950,Stainach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8951,Trautenfels,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8952,Irdning,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8953,Donnersbach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8954,St. Martin am Grimming,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8960,Öblarn,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8961,Stein an der Enns,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8962,Gröbming,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8963,Sankt Nikolai im Sölktal,St,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
8965,Pruggern,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8966,Aich-Assach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8967,Haus,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8970,Schladming,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8971,Rohrmoos-Untertal,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8972,Ramsau,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8973,Pichl,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8974,Mandling,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8982,Tauplitz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8983,Bad Mitterndorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8984,Kainisch,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8990,Bad Aussee,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8992,Altaussee,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8993,Grundlsee,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9000,Villach,K,01.08.2009,,PLZ-Postfach,extern,Nein,Ja
9010,Klagenfurt am Wörthersee,K,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
9020,Klagenfurt am Wörthersee,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9021,Klagenfurt am Wörthersee Postfach,K,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
9022,Klagenfurt am Wörthersee,K,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
9023,Klagenfurt am Wörthersee,K,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
9024,Klagenfurt am Wörthersee,K,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
9025,Klagenfurt am Wörthersee,K,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
9026,Klagenfurt am Wörthersee,K,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
9027,Klagenfurt,K,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
9028,Klagenfurt,K,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
9029,Klagenfurt,K,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
9031,Klagenfurt,K,01.07.2011,,PLZ-Postfach,extern,Nein,Ja
9033,Klagenfurt,K,01.03.2012,,PLZ-Postfach,extern,Nein,Ja
9034,Klagenfurt,K,01.09.2012,,PLZ-Postfach,extern,Nein,Ja
9035,Klagenfurt,K,01.12.2012,,PLZ-Postfach,extern,Nein,Ja
9061,Klagenfurt-Wölfnitz,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9062,Moosburg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9063,Maria Saal,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9064,Pischeldorf,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9065,Ebenthal,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9071,Köttmannsdorf,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9072,Ludmannsdorf,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
