PLZ,Ort,Bundesland,gültig ab,gültig bis,NamePLZTyp,intern_extern,adressierbar,Postfach
1000,Wien,W,01.08.2009,,PLZ-Postfach,extern,Nein,Ja
1004,Wien,W,01.01.1966,,InteressentenPLZ,extern,Nein,Ja
1006,Wien,W,01.02.2015,,PLZ-Postfach,extern,Nein,Ja
1010,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1011,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1013,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1015,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1016,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1017,Wien-Parlament,W,22.04.2015,,InteressentenPLZ,extern,Nein,Ja
1018,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1020,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1021,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1022,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1023,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1024,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1025,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1026,Wien,W,01.01.2012,,PLZ-Postfach,extern,Nein,Ja
1027,Wien,W,01.09.2013,,PLZ-Postfach,extern,Nein,Ja
1029,Wien,W,30.07.2004,,InteressentenPLZ,extern,Nein,Ja
1030,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1031,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1032,Wien,W,22.08.2012,,PLZ-Postfach,extern,Nein,Ja
1033,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1034,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1035,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1037,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1038,Wien,W,01.01.1966,,InteressentenPLZ,extern,Nein,Ja
1039,Wien,W,01.08.2005,,InteressentenPLZ,extern,Nein,Ja
1040,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1041,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1042,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1043,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1045,Wien,W,01.01.1966,,InteressentenPLZ,extern,Nein,Ja
1046,Wien,W,01.10.2010,,PLZ-Postfach,extern,Nein,Ja
1047,Wien,W,01.10.2011,,PLZ-Postfach,extern,Nein,Ja
1050,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1051,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1052,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1053,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1054,Wien,W,01.05.2011,,PLZ-Postfach,extern,Nein,Ja
1060,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1061,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1062,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1063,Wien-VÖPh,W,01.01.1966,,InteressentenPLZ,extern,Nein,Ja
1064,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1065,Wien,W,01.09.2012,,PLZ-Postfach,extern,Nein,Ja
1070,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1071,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1072,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1075,Wien,W,01.09.2012,,PLZ-Postfach,extern,Nein,Ja
1080,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1081,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1082,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1090,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1091,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1092,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1093,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1094,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1095,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1097,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1100,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1101,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1102,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1103,Wien,W,01.12.2012,,PLZ-Postfach,extern,Nein,Ja
1104,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1105,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1106,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1107,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1108,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1109,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1110,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1111,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1113,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1114,Wien,W,01.10.2010,,PLZ-Postfach,extern,Nein,Ja
1115,Wien,W,01.07.2011,,PLZ-Postfach,extern,Nein,Ja
1117,Wien,W,01.06.2012,,PLZ-Postfach,extern,Nein,Ja
1120,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1121,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1122,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1124,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1125,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1127,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1128,Wien,W,01.08.2012,,PLZ-Postfach,extern,Nein,Ja
1130,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1131,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1132,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1133,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1134,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1136,Wien,W,01.01.1966,,InteressentenPLZ,extern,Nein,Ja
1140,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1141,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1142,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1143,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1146,Wien,W,01.01.2012,,PLZ-Postfach,extern,Nein,Ja
1147,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1148,Wien,W,31.03.2003,,InteressentenPLZ,extern,Nein,Ja
1150,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1151,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1152,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1153,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1155,Wien,W,01.10.2011,,PLZ-Postfach,extern,Nein,Ja
1156,Wien,W,01.03.2013,,PLZ-Postfach,extern,Nein,Ja
1160,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1161,Wien Postfach,W,08.12.2005,,PLZ-Postfach,extern,Nein,Ja
1162,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1163,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1165,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1166,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1170,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1171,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1172,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1173,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1174,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1180,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1181,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1182,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1183,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1184,Wien,W,01.09.2012,,PLZ-Postfach,extern,Nein,Ja
1190,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1191,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1192,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1193,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1194,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1195,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1196,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1200,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1201,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1203,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1205,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1206,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1208,Wien,W,01.09.2012,,PLZ-Postfach,extern,Nein,Ja
1210,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1211,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1212,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1213,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1214,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1215,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1217,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1218,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1219,Wien,W,01.01.2012,,PLZ-Postfach,extern,Nein,Ja
1220,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1221,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1222,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1223,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1224,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1225,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1227,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1228,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1229,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1230,Wien,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1231,Wien Postfach,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1233,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1235,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1236,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1238,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1239,Wien,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1251,Wien,W,01.09.2012,,PLZ-Postfach,extern,Nein,Ja
1252,Wien,W,01.12.2012,,PLZ-Postfach,extern,Nein,Ja
1253,Wien,W,01.12.2012,,PLZ-Postfach,extern,Nein,Ja
1254,Wien,W,01.11.2012,,PLZ-Postfach,extern,Nein,Ja
1255,Wien,W,01.01.2013,,PLZ-Postfach,extern,Nein,Ja
1300,Wien-Flughafen,W,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
1301,Wien,W,01.10.2011,,PLZ-Postfach,extern,Nein,Ja
1310,Wien,W,01.06.2012,,PLZ-Postfach,extern,Nein,Ja
1321,Wien,W,01.09.2012,,PLZ-Postfach,extern,Nein,Ja
1400,Wien-Vereinte Nationen,W,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
1402,Wien,W,01.11.2005,,PLZ-Postfach,extern,Nein,Ja
1421,Wien,W,01.01.2012,,PLZ-Postfach,extern,Nein,Ja
1423,Wien,W,01.06.2005,,PLZ-Postfach,extern,Nein,Ja
1500,UNDOF AUTCON,W,01.01.1966,,FeldPLZ,extern,Nein,Ja
1502,AUTCON EUFOR,W,01.01.1966,,FeldPLZ,extern,Nein,Ja
1503,AUTCON KFOR,W,01.01.1966,,FeldPLZ,extern,Nein,Ja
1600,Wien,W,01.01.1966,,InteressentenPLZ,extern,Nein,Ja
1601,Wien,W,01.01.2012,,PLZ-Postfach,extern,Nein,Ja
1810,Wien,W,01.06.2012,,PLZ-Postfach,extern,Nein,Ja
1901,Wien,W,01.06.2012,,PLZ-Postfach,extern,Nein,Ja
2000,Stockerau,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2002,Großmugl,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2003,Leitzersdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2004,Niederhollabrunn,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2011,Sierndorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2013,Göllersdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2014,Breitenwaida,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2020,Hollabrunn,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2022,Immendorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2023,Nappersdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2024,Mailberg,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2031,Eggendorf im Thale,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2032,Enzersdorf im Thale,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2033,Kammersdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2034,Großharras,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2041,Wullersdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2042,Guntersdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2051,Zellerndorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2052,Pernersdorf-Pfaffendorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2053,Jetzelsdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2054,Haugsdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2061,Hadres,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2062,Seefeld-Großkadolz,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2063,Zwingendorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2064,Wulzeshofen,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2070,Retz,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2073,Schrattenthal,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2074,Unterretzbach,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2081,Niederfladnitz,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2082,Hardegg,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2083,Pleißing,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2084,Weitersfeld,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2091,Langau,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2092,Riegersburg,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2093,Geras,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2094,Zissersdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2095,Drosendorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2100,Korneuburg,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2102,Bisamberg,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2103,Langenzersdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2104,Spillern,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2105,Oberrohrbach,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2106,Klein-Engersdorf,N,01.07.2011,,PLZ-Postfach,extern,Nein,Ja
2111,Rückersdorf-Harmannsdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2112,Würnitz,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2113,Karnabrunn,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2114,Großrußbach,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2115,Ernstbrunn,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2116,Niederleis,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2120,Wolkersdorf im Weinviertel,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2122,Ulrichskirchen,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2123,Schleinbach,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2124,Niederkreuzstetten,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2125,Neubau,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2126,Ladendorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2127,Hautzendorf,N,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
2128,Wolfpassing,N,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
2130,Mistelbach,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2132,Frättingsdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2133,Loosdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2134,Staatz-Kautendorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2135,Neudorf bei Staatz,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2136,Laa an der Thaya,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2137,Eibesthal,N,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
2141,Ameis,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2143,Großkrut,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2144,Altlichtenwarth,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2145,Hausbrunn,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2151,Asparn an der Zaya,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2152,Gnadendorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2153,Stronsdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2154,Unterstinkenbrunn,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2161,Poysbrunn,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2162,Falkenstein,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2163,Ottenthal,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2164,Wildendürnbach,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2165,Drasenhofen,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2170,Poysdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2171,Herrnbaumgarten,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2172,Schrattenberg,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2173,Kleinhadersdorf,N,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
2181,Dobermannsdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2182,Palterndorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2183,Neusiedl an der Zaya,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2184,Hauskirchen,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2185,Prinzendorf an der Zaya,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2191,Gaweinstal,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2192,Kettlasbrunn,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2193,Wilfersdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2201,Gerasdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2202,Enzersfeld,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2203,Großebersdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2211,Pillichsdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2212,Großengersdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2213,Bockfließ,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2214,Auersthal,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2215,Raggendorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2221,Groß Schweinbarth,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2222,Bad Pirawarth,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2223,Hohenruppersdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2224,Obersulz,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2225,Zistersdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2230,Gänserndorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2231,Strasshof an der Nordbahn,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2232,Deutsch Wagram,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2241,Schönkirchen,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2242,Prottes,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2243,Matzen,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2244,Spannberg,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2245,Velm-Götzendorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2251,Ebenthal,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2252,Ollersdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2253,Weikendorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2261,Angern,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2262,Stillfried,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2263,Dürnkrut,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2264,Jedenspeigen,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2265,Drösing,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2272,Niederabsdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2273,Hohenau an der March,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2274,Rabensburg,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2275,Bernhardsthal,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2276,Reintal,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2281,Raasdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2282,Markgrafneusiedl,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2283,Obersiebenbrunn,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2284,Untersiebenbrunn,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2285,Leopoldsdorf im Marchfelde,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2286,Haringsee,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2291,Lassee,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2292,Engelhartstetten,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2293,Marchegg Stadt,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2294,Marchegg Bahnhof,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2295,Oberweiden,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2301,Groß-Enzersdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2304,Orth an der Donau,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2305,Eckartsau,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2320,Schwechat,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2322,Zwölfaxing,N,01.10.2004,,PLZ-Adressierung,extern,Ja,Ja
2324,Schwechat-Rannersdorf,N,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
2325,Himberg,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2326,Maria Lanzendorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2331,Vösendorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2332,Hennersdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
2333,Leopoldsdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2334,Vösendorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2340,Mödling,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2342,Mödling,N,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
2344,Maria Enzersdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2345,Brunn am Gebirge,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2346,Maria Enzersdorf-Südstadt,N,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
2348,Mödling,N,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
2349,Mödling,N,01.03.2012,,PLZ-Postfach,extern,Nein,Ja
2351,Wiener Neudorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2352,Gumpoldskirchen,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2353,Guntramsdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2355,Wiener Neudorf,N,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
2356,Wiener Neudorf,N,01.10.2011,,PLZ-Postfach,extern,Nein,Ja
2361,Laxenburg,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2362,Biedermannsdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2371,Hinterbrühl,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2372,Gießhübl,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
2380,Perchtoldsdorf,N,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
